,Unnamed: 0_x,title_x,year_x,time,type_x,Unnamed: 0_y,title_y,year_y,hour,type_y
0,0.0,afraw22,2022.0,233334,comment,15574.0,supernatural_angel_girls,2017.0,23.0,like
1,1.0,jennaseri,2022.0,41405,comment,,,,,
2,2.0,rachel.sands27,2022.0,40429,comment,9373.0,stayfresh.cheesebags,2016.0,4.0,like
3,2.0,rachel.sands27,2022.0,40429,comment,35057.0,nicolaannepeltzbeckham,2021.0,4.0,like
4,3.0,u.m.ok,2022.0,41822,comment,14426.0,gabrielledesiree.photography,2017.0,4.0,like
5,4.0,u.m.ok,2022.0,41813,comment,,,,,
6,5.0,u.m.ok,2022.0,225428,comment,25546.0,oliviaculpo,2020.0,22.0,like
7,6.0,emmy.wagner22,2022.0,53038,comment,,,,,
8,7.0,oliviaa_jk,2022.0,4828,comment,10765.0,gigihadid,2016.0,0.0,like
9,7.0,oliviaa_jk,2022.0,4828,comment,12978.0,reagandoodle,2016.0,0.0,like
10,7.0,oliviaa_jk,2022.0,4828,comment,22540.0,hypebaebeauty,2019.0,0.0,like
11,8.0,paigeymc7,2022.0,191529,comment,,,,,
12,9.0,andie.rosenwald,2022.0,14654,comment,9250.0,femi_nist,2016.0,1.0,like
13,10.0,natalietassielli,2022.0,50818,comment,,,,,
14,11.0,u.m.ok,2022.0,234848,comment,26639.0,gretathunberg,2020.0,23.0,like
15,12.0,afraw22,2022.0,225325,comment,,,,,
16,13.0,jennaseri,2022.0,225240,comment,,,,,
17,14.0,madeleinesreed,2022.0,5948,comment,,,,,
18,15.0,u.m.ok,2022.0,163600,comment,,,,,
19,16.0,u.m.ok,2022.0,163210,comment,,,,,
20,17.0,jennaseri,2022.0,72022,comment,,,,,
21,18.0,paigeymc7,2022.0,223716,comment,6272.0,recoverysayings,2014.0,22.0,like
22,19.0,paigeymc7,2022.0,223650,comment,3515.0,zoesugg,2013.0,22.0,like
23,19.0,paigeymc7,2022.0,223650,comment,23235.0,maryljean,2019.0,22.0,like
24,20.0,anagg.21,2022.0,180647,comment,30111.0,hoskelsa,2020.0,18.0,like
25,296.0,yogabigabiiii,2020.0,180647,comment,30111.0,hoskelsa,2020.0,18.0,like
26,21.0,olivia.magruder,2022.0,224602,comment,,,,,
27,22.0,katie.imhof,2022.0,234316,comment,34375.0,allpeppernosalt_,2021.0,23.0,like
28,23.0,anna.hermes,2022.0,24647,comment,30597.0,sterlingmyers,2020.0,2.0,like
29,24.0,clean_oof_memes,2022.0,23248,comment,8741.0,hamiltonmusical,2016.0,2.0,like
30,25.0,personanutrition,2022.0,190135,comment,,,,,
31,26.0,paigeymc7,2022.0,21230,comment,,,,,
32,27.0,harper.hinds,2022.0,204710,comment,,,,,
33,28.0,jennaseri,2022.0,195227,comment,33093.0,margot.lee,2021.0,19.0,like
34,29.0,rogers.hallie,2022.0,11539,comment,33344.0,zagwbb,2021.0,1.0,like
35,30.0,afraw22,2022.0,52656,comment,31149.0,jacquiealexander,2020.0,5.0,like
36,30.0,afraw22,2022.0,52656,comment,35040.0,idk.man.opposums.r.cool,2021.0,5.0,like
37,31.0,anagg.21,2022.0,171440,comment,40087.0,papermagazine,2022.0,17.0,like
38,32.0,anagg.21,2022.0,171417,comment,16050.0,foreverfeminism,2017.0,17.0,like
39,33.0,annaschweppe,2022.0,51614,comment,24234.0,allegrashaw,2020.0,5.0,like
40,34.0,mackenna_vandergon,2022.0,42410,comment,24552.0,yogabigabiiii,2020.0,4.0,like
41,35.0,jennaseri,2022.0,53252,comment,8275.0,todaykidswontknow,2015.0,5.0,like
42,36.0,mere.kr,2022.0,22607,comment,,,,,
43,37.0,graciemc02,2022.0,31353,comment,,,,,
44,38.0,graciemc02,2022.0,31348,comment,12782.0,protectwildanimals,2016.0,3.0,like
45,39.0,graciemc02,2022.0,12728,comment,28781.0,claire.hoornbeek,2020.0,1.0,like
46,40.0,lhotse394,2022.0,10421,comment,14213.0,asiangirlsunited,2017.0,1.0,like
47,41.0,emmy.wagner22,2022.0,174244,comment,26168.0,alyssalynch,2020.0,17.0,like
48,42.0,graceccolburn,2022.0,200858,comment,26495.0,nicolaannepeltzbeckham,2020.0,20.0,like
49,42.0,graceccolburn,2022.0,200858,comment,34050.0,taylorepswftt,2021.0,20.0,like
50,43.0,paigeymc7,2022.0,202755,comment,18742.0,smushofficial,2019.0,20.0,like
51,43.0,paigeymc7,2022.0,202755,comment,34514.0,sunsetwitch,2021.0,20.0,like
52,44.0,emmaeisses,2022.0,184624,comment,34588.0,69possums420,2021.0,18.0,like
53,45.0,kenz.kelly,2022.0,3328,comment,26241.0,jacquiealexander,2020.0,0.0,like
54,46.0,kenz.kelly,2022.0,441,comment,,,,,
55,47.0,kenz.kelly,2022.0,125,comment,,,,,
56,48.0,kenz.kelly,2022.0,234500,comment,8746.0,textpostfeminist,2016.0,23.0,like
57,48.0,kenz.kelly,2022.0,234500,comment,27277.0,annawinck,2020.0,23.0,like
58,49.0,harper.hinds,2022.0,185130,comment,34131.0,cassdimicco,2021.0,18.0,like
59,50.0,harper.hinds,2022.0,180931,comment,,,,,
60,51.0,jennaseri,2022.0,75501,comment,,,,,
61,52.0,mere.kr,2022.0,52245,comment,6678.0,samonstage_lyrics,2014.0,5.0,like
62,53.0,bellahadid,2022.0,201015,comment,,,,,
63,54.0,69possums420,2022.0,12133,comment,,,,,
64,55.0,anagg.21,2022.0,181432,comment,,,,,
65,56.0,pcoxtherapper,2022.0,195642,comment,,,,,
66,57.0,kyla.hansen,2022.0,35233,comment,,,,,
67,58.0,pcoxtherapper,2022.0,234945,comment,5159.0,gemmastyles,2014.0,23.0,like
68,58.0,pcoxtherapper,2022.0,234945,comment,13838.0,i.could.a.book,2017.0,23.0,like
69,59.0,hannahchristensen__,2022.0,170638,comment,6651.0,shaymitchell,2014.0,17.0,like
70,59.0,hannahchristensen__,2022.0,170638,comment,36226.0,papermagazine,2021.0,17.0,like
71,60.0,kt.blair,2022.0,171541,comment,23154.0,endlesslyloveclub,2019.0,17.0,like
72,61.0,arii.andrews,2022.0,201952,comment,11645.0,eatbluecookies,2016.0,20.0,like
73,61.0,arii.andrews,2022.0,201952,comment,21751.0,lauren.bennetts,2019.0,20.0,like
74,62.0,arii.andrews,2022.0,194052,comment,42248.0,charlotteslawrence,2022.0,19.0,like
75,63.0,graciemc02,2022.0,14257,comment,6322.0,rsherman25,2014.0,1.0,like
76,64.0,paigeymc7,2022.0,4327,comment,35112.0,mariners,2021.0,0.0,like
77,65.0,mere.kr,2022.0,120647,comment,,,,,
78,66.0,jennaseri,2022.0,194730,comment,,,,,
79,67.0,paige_powers_,2022.0,180245,comment,,,,,
80,68.0,kenz.kelly,2022.0,5506,comment,8962.0,finnharries,2016.0,0.0,like
81,68.0,kenz.kelly,2022.0,5506,comment,29630.0,dudewithsign,2020.0,0.0,like
82,69.0,kenz.kelly,2022.0,5457,comment,12077.0,brandymelvilleusa,2016.0,0.0,like
83,70.0,_anna.wright_,2022.0,51501,comment,33390.0,hatersgonnahatee,2021.0,5.0,like
84,71.0,kt.blair,2022.0,225047,comment,17471.0,bellas_2nd2nd_account,2018.0,22.0,like
85,71.0,kt.blair,2022.0,225047,comment,28893.0,michellerosedrumm,2020.0,22.0,like
86,72.0,arii.andrews,2022.0,181323,comment,18720.0,jessicaclements,2019.0,18.0,like
87,72.0,arii.andrews,2022.0,181323,comment,25376.0,emilyoberg,2020.0,18.0,like
88,72.0,arii.andrews,2022.0,181323,comment,27397.0,nicolaannepeltzbeckham,2020.0,18.0,like
89,73.0,taraholl21,2022.0,182049,comment,9400.0,tangy.walrus,2016.0,18.0,like
90,73.0,taraholl21,2022.0,182049,comment,42679.0,ameliapancakes,2022.0,18.0,like
91,74.0,paigeymc7,2022.0,192448,comment,,,,,
92,75.0,edifmeadif,2022.0,42347,comment,17490.0,milesplit,2018.0,4.0,like
93,76.0,natalietassielli,2022.0,25424,comment,8831.0,memequeen,2016.0,2.0,like
94,76.0,natalietassielli,2022.0,25424,comment,27267.0,glamourgoal,2020.0,2.0,like
95,77.0,kt.blair,2022.0,224527,comment,4394.0,lilyjcollins,2013.0,22.0,like
96,78.0,paigeymc7,2022.0,40403,comment,,,,,
97,79.0,emmy.wagner22,2022.0,2327,comment,,,,,
98,80.0,afraw22,2022.0,211534,comment,,,,,
99,81.0,kenz.kelly,2022.0,181742,comment,,,,,
100,82.0,kenz.kelly,2022.0,192638,comment,33972.0,emmachamberlain,2021.0,19.0,like
101,83.0,kenz.kelly,2022.0,192627,comment,,,,,
102,84.0,kenz.kelly,2022.0,192611,comment,,,,,
103,85.0,kenz.kelly,2022.0,52025,comment,28153.0,emmachamberlain,2020.0,5.0,like
104,86.0,kenz.kelly,2022.0,41043,comment,7158.0,psitskayla,2014.0,4.0,like
105,87.0,kenz.kelly,2022.0,40358,comment,29880.0,oliviaculpo,2020.0,4.0,like
106,88.0,kenz.kelly,2022.0,34446,comment,2554.0,tbhcierra,2013.0,3.0,like
107,89.0,kenz.kelly,2022.0,33506,comment,41190.0,spokane_kitty_cantina,2022.0,3.0,like
108,90.0,kenz.kelly,2022.0,33454,comment,,,,,
109,91.0,kenz.kelly,2022.0,33446,comment,36885.0,phoebebridgers,2021.0,3.0,like
110,92.0,kenz.kelly,2022.0,33434,comment,,,,,
111,93.0,kenz.kelly,2022.0,33222,comment,,,,,
112,94.0,kenz.kelly,2022.0,33152,comment,,,,,
113,95.0,kenz.kelly,2022.0,33019,comment,30431.0,joebiden,2020.0,3.0,like
114,96.0,edithmeade,2022.0,32139,comment,27044.0,nastyfeminism,2020.0,3.0,like
115,97.0,kenz.kelly,2022.0,31630,comment,,,,,
116,98.0,kenz.kelly,2022.0,31615,comment,39913.0,tomikahjenkins,2022.0,3.0,like
117,98.0,kenz.kelly,2022.0,31615,comment,40984.0,meghan.emily,2022.0,3.0,like
118,99.0,kt.blair,2022.0,235347,comment,,,,,
119,100.0,edifmeadif,2022.0,41848,comment,,,,,
120,101.0,keara_ryan,2022.0,172024,comment,20789.0,bellahadid,2019.0,17.0,like
121,101.0,keara_ryan,2022.0,172024,comment,24586.0,amyz_k,2020.0,17.0,like
122,102.0,max_.olson,2022.0,224548,comment,6720.0,starbucks,2014.0,22.0,like
123,103.0,anna.hermes,2022.0,33816,comment,,,,,
124,104.0,anagg.21,2022.0,204232,comment,15595.0,fitnesssaunders,2017.0,20.0,like
125,104.0,anagg.21,2022.0,204232,comment,26885.0,haileysani,2020.0,20.0,like
126,105.0,harper.hinds,2022.0,142649,comment,,,,,
127,106.0,andie.rosenwald,2022.0,55441,comment,,,,,
128,107.0,natalietassielli,2022.0,30512,comment,,,,,
129,108.0,kenz.kelly,2022.0,15336,comment,,,,,
130,109.0,kenz.kelly,2022.0,15327,comment,4384.0,kenziethehappyfairy,2013.0,1.0,like
131,109.0,kenz.kelly,2022.0,15327,comment,4407.0,grownupfangirl,2013.0,1.0,like
132,109.0,kenz.kelly,2022.0,15327,comment,27218.0,deanaduka,2020.0,1.0,like
133,110.0,mere.kr,2022.0,601,comment,,,,,
134,111.0,kenz.kelly,2022.0,214820,comment,,,,,
135,112.0,kenz.kelly,2022.0,214812,comment,,,,,
136,113.0,h.m.ehly,2022.0,180125,comment,,,,,
137,114.0,arii.andrews,2022.0,201437,comment,,,,,
138,115.0,arii.andrews,2022.0,201417,comment,,,,,
139,116.0,kt.blair,2022.0,52609,comment,,,,,
140,117.0,lilyamillerr,2022.0,173008,comment,,,,,
141,118.0,andie.rosenwald,2022.0,5752,comment,,,,,
142,119.0,oliviaa_jk,2022.0,192703,comment,,,,,
143,120.0,anna.hermes,2022.0,182140,comment,,,,,
144,121.0,katie.imhof,2022.0,50130,comment,42177.0,lousydrawingsforgoodpeople,2022.0,5.0,like
145,122.0,harper.hinds,2022.0,131154,comment,,,,,
146,123.0,harper.hinds,2022.0,125208,comment,,,,,
147,124.0,thebackofficial,2022.0,173006,comment,8015.0,alexgaskarth,2015.0,17.0,like
148,124.0,thebackofficial,2022.0,173006,comment,41010.0,sweetcatsfu,2022.0,17.0,like
149,125.0,paigeymc7,2022.0,14452,comment,,,,,
150,126.0,gu.missedconnections,2022.0,232044,comment,,,,,
151,127.0,fitnesssaunders,2022.0,163135,comment,,,,,
152,128.0,afraw22,2022.0,32029,comment,,,,,
153,129.0,gubulldogbandmemes,2022.0,21317,comment,,,,,
154,130.0,paigeymc7,2022.0,40747,comment,27388.0,ashtonwood,2020.0,4.0,like
155,131.0,jennaseri,2021.0,233631,comment,250.0,rickydillon,2013.0,23.0,like
156,131.0,jennaseri,2021.0,233631,comment,24180.0,glamourgoal,2020.0,23.0,like
157,131.0,jennaseri,2021.0,233631,comment,35950.0,emmachambiescloset,2021.0,23.0,like
158,132.0,gabibleha,2021.0,214233,comment,14841.0,feministscript,2017.0,21.0,like
159,133.0,syd.essler,2021.0,41933,comment,28528.0,brandymelvilleusa,2020.0,4.0,like
160,134.0,natalietassielli,2021.0,35302,comment,,,,,
161,135.0,kenz.kelly,2021.0,61505,comment,39567.0,denkcats,2022.0,6.0,like
162,136.0,kenz.kelly,2021.0,12512,comment,36932.0,zagmbb,2021.0,1.0,like
163,137.0,kenz.kelly,2021.0,12152,comment,14543.0,kaiagerber,2017.0,1.0,like
164,138.0,kenz.kelly,2021.0,230016,comment,438.0,harrystiels,2013.0,23.0,like
165,138.0,kenz.kelly,2021.0,230016,comment,14023.0,quokkaflocka,2017.0,23.0,like
166,139.0,hannahchristensen__,2021.0,231647,comment,9136.0,horoscopes,2016.0,23.0,like
167,139.0,hannahchristensen__,2021.0,231647,comment,26999.0,alex_constantin_,2020.0,23.0,like
168,140.0,katee.kellyy,2021.0,32044,comment,2796.0,rickydillon,2013.0,3.0,like
169,140.0,katee.kellyy,2021.0,32044,comment,35947.0,bellahadid,2021.0,3.0,like
170,141.0,mere.kr,2021.0,20609,comment,,,,,
171,142.0,madeleinesreed,2021.0,211241,comment,7081.0,ashleybenson,2014.0,21.0,like
172,143.0,madeleinesreed,2021.0,192040,comment,12928.0,lily_marston,2016.0,19.0,like
173,143.0,madeleinesreed,2021.0,192040,comment,17537.0,emilyweiss,2018.0,19.0,like
174,144.0,paigeymc7,2021.0,24238,comment,,,,,
175,145.0,paigeymc7,2021.0,23938,comment,42566.0,allegrashaw,2022.0,2.0,like
176,146.0,paigeymc7,2021.0,23847,comment,172.0,connorfranta,2013.0,2.0,like
177,147.0,kenz.kelly,2021.0,23829,comment,,,,,
178,148.0,kenz.kelly,2021.0,23121,comment,40232.0,bleacherreport,2022.0,2.0,like
179,149.0,paigeymc7,2021.0,22918,comment,17284.0,tteanna,2018.0,2.0,like
180,150.0,harper.hinds,2021.0,5759,comment,37265.0,evameloche,2021.0,0.0,like
181,151.0,harper.hinds,2021.0,4607,comment,,,,,
182,152.0,harper.hinds,2021.0,4113,comment,25017.0,edi.bee,2020.0,0.0,like
183,153.0,thebackofficial,2021.0,1806,comment,11819.0,gatenm123,2016.0,0.0,like
184,153.0,thebackofficial,2021.0,1806,comment,14862.0,memequeen,2017.0,0.0,like
185,153.0,thebackofficial,2021.0,1806,comment,23527.0,lalalalisa_m,2020.0,0.0,like
186,154.0,thebackofficial,2021.0,1645,comment,16253.0,goatsofanarchy,2017.0,0.0,like
187,154.0,thebackofficial,2021.0,1645,comment,27674.0,hoskelsa,2020.0,0.0,like
188,155.0,lilyamillerr,2021.0,90557,comment,,,,,
189,156.0,lilyamillerr,2021.0,90320,comment,,,,,
190,157.0,tylerishak,2021.0,82039,comment,,,,,
191,158.0,tylerishak,2021.0,62434,comment,26441.0,hannaschonberg,2020.0,6.0,like
192,159.0,taraholl21,2021.0,10418,comment,,,,,
193,160.0,taraholl21,2021.0,4456,comment,37902.0,papermagazine,2021.0,0.0,like
194,160.0,taraholl21,2021.0,4456,comment,42700.0,carolinafreixa,2022.0,0.0,like
195,161.0,zagdining,2021.0,5727,comment,,,,,
196,162.0,edifmeadif,2021.0,235619,comment,40622.0,oliviaobrien,2022.0,23.0,like
197,163.0,mere.kr,2021.0,15606,comment,,,,,
198,164.0,mere.kr,2021.0,15558,comment,21030.0,amandapavillard,2019.0,1.0,like
199,164.0,mere.kr,2021.0,15558,comment,38340.0,balletofrepertoire,2022.0,1.0,like
200,165.0,harper.hinds,2021.0,71735,comment,,,,,
201,166.0,natalietassielli,2021.0,32522,comment,11888.0,rickeythompson,2016.0,3.0,like
202,166.0,natalietassielli,2021.0,32522,comment,34382.0,forloveandlemons,2021.0,3.0,like
203,167.0,tristansmothers,2021.0,22130,comment,4836.0,macklemore,2013.0,2.0,like
204,167.0,tristansmothers,2021.0,22130,comment,17937.0,salinamizuki,2018.0,2.0,like
205,168.0,harper.hinds,2021.0,2528,comment,,,,,
206,169.0,fitnesssaunders,2021.0,210548,comment,36654.0,deaavdulla,2021.0,21.0,like
207,170.0,paigeymc7,2021.0,144444,comment,17875.0,addiekaess,2018.0,14.0,like
208,170.0,paigeymc7,2021.0,144444,comment,18883.0,taylorswift,2019.0,14.0,like
209,171.0,anna.hermes,2021.0,24441,comment,13737.0,textpostfeminist,2017.0,2.0,like
210,172.0,mere.kr,2021.0,35144,comment,,,,,
211,173.0,gracelansberry,2021.0,33911,comment,,,,,
212,174.0,natalietassielli,2021.0,34203,comment,16431.0,thisisnotjillian,2017.0,3.0,like
213,174.0,natalietassielli,2021.0,34203,comment,27885.0,deanaduka,2020.0,3.0,like
214,175.0,tristansmothers,2021.0,30146,comment,11780.0,brandymelvilleusa,2016.0,3.0,like
215,175.0,tristansmothers,2021.0,30146,comment,29162.0,sistinestallone,2020.0,3.0,like
216,176.0,tristansmothers,2021.0,230552,comment,25978.0,brandymelvilleusa,2020.0,23.0,like
217,177.0,h.m.ehly,2021.0,3733,comment,10500.0,laurenkellymiranda,2016.0,0.0,like
218,177.0,h.m.ehly,2021.0,3733,comment,15713.0,jenerous,2017.0,0.0,like
219,178.0,corbin.moore8,2021.0,182257,comment,,,,,
220,179.0,hannahchristensen__,2021.0,230530,comment,,,,,
221,180.0,hannahchristensen__,2021.0,210408,comment,,,,,
222,181.0,katee.kellyy,2021.0,234549,comment,18739.0,flotrack,2019.0,23.0,like
223,181.0,katee.kellyy,2021.0,234549,comment,33902.0,itsmissmali,2021.0,23.0,like
224,182.0,kenz.kelly,2021.0,62812,comment,,,,,
225,285.0,hannahchristensen__,2020.0,62812,comment,,,,,
226,183.0,kenz.kelly,2021.0,53449,comment,27946.0,fem.inist,2020.0,5.0,like
227,183.0,kenz.kelly,2021.0,53449,comment,29646.0,oliviabynature,2020.0,5.0,like
228,184.0,kenz.kelly,2021.0,42630,comment,22797.0,corymcgeeruns,2019.0,4.0,like
229,184.0,kenz.kelly,2021.0,42630,comment,33777.0,deaavdulla,2021.0,4.0,like
230,185.0,kenz.kelly,2021.0,33844,comment,12093.0,brandymelvilleusa,2016.0,3.0,like
231,186.0,haileysani,2021.0,201827,comment,31645.0,lilyloomis,2020.0,20.0,like
232,187.0,natalietassielli,2021.0,23601,comment,2428.0,grownupfangirl,2013.0,2.0,like
233,187.0,natalietassielli,2021.0,23601,comment,36931.0,bambilegit,2021.0,2.0,like
234,188.0,graceccolburn,2021.0,203846,comment,26711.0,brunabear,2020.0,20.0,like
235,189.0,katee.kellyy,2021.0,195306,comment,21041.0,poseandrepeat,2019.0,19.0,like
236,190.0,rogers.hallie,2021.0,43234,comment,40699.0,classystreetweargirls,2022.0,4.0,like
237,191.0,natalietassielli,2021.0,2337,comment,7448.0,sadquotepage,2014.0,0.0,like
238,191.0,natalietassielli,2021.0,2337,comment,34838.0,chrisklemens,2021.0,0.0,like
239,191.0,natalietassielli,2021.0,2337,comment,38637.0,gubulldogbandmemes,2022.0,0.0,like
240,192.0,mere.kr,2021.0,60443,comment,,,,,
241,193.0,syd.essler,2021.0,24207,comment,41781.0,karlacosmetics,2022.0,2.0,like
242,194.0,_alana_8150,2021.0,25401,comment,,,,,
243,195.0,mere.kr,2021.0,22611,comment,,,,,
244,196.0,katee.kellyy,2021.0,2202,comment,36998.0,haileyrbiebercloset,2021.0,0.0,like
245,197.0,blklivesmatter,2021.0,53643,comment,,,,,
246,198.0,paigeymc7,2021.0,24119,comment,,,,,
247,199.0,amandabisk,2021.0,185038,comment,,,,,
248,200.0,kenz.kelly,2021.0,180354,comment,,,,,
249,201.0,kenz.kelly,2021.0,102,comment,,,,,
250,202.0,kenz.kelly,2021.0,234059,comment,,,,,
251,203.0,kenz.kelly,2021.0,234043,comment,42982.0,harper.hinds,2022.0,23.0,like
252,204.0,kenz.kelly,2021.0,232035,comment,8436.0,cohmedy,2016.0,23.0,like
253,204.0,kenz.kelly,2021.0,232035,comment,31542.0,saskiateje,2020.0,23.0,like
254,205.0,kenz.kelly,2021.0,232022,comment,7419.0,brandymelvilleusa,2015.0,23.0,like
255,205.0,kenz.kelly,2021.0,232022,comment,20546.0,glossier,2019.0,23.0,like
256,205.0,kenz.kelly,2021.0,232022,comment,40105.0,personanutrition,2022.0,23.0,like
257,206.0,kenz.kelly,2021.0,214446,comment,37972.0,itsyuyann,2021.0,21.0,like
258,207.0,hannahchristensen__,2021.0,212144,comment,24527.0,cassdimicco,2020.0,21.0,like
259,208.0,allisonvermilya,2021.0,10141,comment,,,,,
260,209.0,mia.person,2021.0,233221,comment,,,,,
261,210.0,_alana_8150,2021.0,43142,comment,,,,,
262,211.0,madshasacaffeineaddiction,2021.0,33707,comment,,,,,
263,212.0,syd.essler,2021.0,22344,comment,,,,,
264,213.0,hannahchristensen__,2021.0,205429,comment,,,,,
265,214.0,ray_silverman_,2021.0,205345,comment,11690.0,feminism.and.flowers,2016.0,20.0,like
266,215.0,ray_silverman_,2021.0,204239,comment,33529.0,meghancurrrie,2021.0,20.0,like
267,216.0,jennaseri,2021.0,171149,comment,,,,,
268,217.0,tristansmothers,2021.0,153658,comment,,,,,
269,218.0,lexi.anne.white,2021.0,43455,comment,17470.0,elsiedombek,2018.0,4.0,like
270,219.0,graceccolburn,2021.0,172435,comment,35579.0,olivianeill,2021.0,17.0,like
271,220.0,graceccolburn,2021.0,172401,comment,,,,,
272,221.0,_.mmontoya._,2021.0,82447,comment,,,,,
273,222.0,hannahchristensen__,2021.0,191445,comment,,,,,
274,223.0,lexi.anne.white,2021.0,41116,comment,,,,,
275,224.0,fitnesssaunders,2021.0,175501,comment,,,,,
276,225.0,alexbratttt,2021.0,55900,comment,,,,,
277,226.0,katee.kellyy,2021.0,51337,comment,,,,,
278,227.0,mere.kr,2021.0,40828,comment,,,,,
279,228.0,itsmissmali,2021.0,3457,comment,,,,,
280,229.0,itsmissmali,2021.0,234620,comment,7384.0,theshadowhunt,2014.0,23.0,like
281,230.0,gabibleha,2021.0,4333,comment,9072.0,karliekloss,2016.0,0.0,like
282,231.0,mere.kr,2021.0,62726,comment,25483.0,madisonbeer,2020.0,6.0,like
283,232.0,hannahjjohanson,2021.0,181102,comment,,,,,
284,233.0,hypebaebeauty,2021.0,13608,comment,41887.0,spokane_kitty_cantina,2022.0,1.0,like
285,234.0,carlylame,2021.0,5138,comment,29283.0,jourdansloane,2020.0,0.0,like
286,234.0,carlylame,2021.0,5138,comment,29284.0,nicolaannepeltzbeckham,2020.0,0.0,like
287,234.0,carlylame,2021.0,5138,comment,29285.0,brit_harvey,2020.0,0.0,like
288,235.0,madyreed5,2021.0,182424,comment,3956.0,starlightswift,2013.0,18.0,like
289,235.0,madyreed5,2021.0,182424,comment,15853.0,theinclusivefeminist,2017.0,18.0,like
290,235.0,madyreed5,2021.0,182424,comment,35625.0,gigihadid,2021.0,18.0,like
291,235.0,madyreed5,2021.0,182424,comment,43506.0,jrodshow44,2022.0,18.0,like
292,236.0,selaheide,2021.0,40155,comment,,,,,
293,237.0,paul.talens,2021.0,30518,comment,,,,,
294,238.0,itsmissmali,2021.0,221046,comment,9467.0,scarlett,2016.0,22.0,like
295,238.0,itsmissmali,2021.0,221046,comment,24018.0,jourdansloane,2020.0,22.0,like
296,239.0,itsmissmali,2021.0,31106,comment,,,,,
297,240.0,jourdansloane,2021.0,212804,comment,,,,,
298,241.0,brennamessner,2021.0,232223,comment,39507.0,amelia.hornbeck,2022.0,23.0,like
299,242.0,itsmissmali,2021.0,230729,comment,,,,,
300,330.0,baileyyhadley,2019.0,230729,comment,,,,,
301,243.0,graceccolburn,2021.0,14027,comment,32389.0,dudewithsign,2021.0,1.0,like
302,243.0,graceccolburn,2021.0,14027,comment,41407.0,georgiagibbs_,2022.0,1.0,like
303,244.0,hannahchristensen__,2021.0,224416,comment,24776.0,emilyoberg,2020.0,22.0,like
304,244.0,hannahchristensen__,2021.0,224416,comment,33181.0,bellascaffidi,2021.0,22.0,like
305,245.0,fitnesssaunders,2021.0,165048,comment,36109.0,nitsanraiter,2021.0,16.0,like
306,246.0,thatskiaratoyou,2021.0,20052,comment,,,,,
307,247.0,alexbratttt,2021.0,214747,comment,7730.0,mirandadianemiller,2015.0,21.0,like
308,248.0,bgkwilson,2021.0,1521,comment,,,,,
309,249.0,olivia_fraser,2021.0,12513,comment,20370.0,trackingmona,2019.0,1.0,like
310,449.0,fitnesssaunders,2018.0,12513,comment,20370.0,trackingmona,2019.0,1.0,like
311,250.0,katee.kellyy,2021.0,50255,comment,,,,,
312,251.0,hannahchristensen__,2020.0,10202,comment,2402.0,bunnymama,2013.0,1.0,like
313,251.0,hannahchristensen__,2020.0,10202,comment,7342.0,asaqueenoffashion,2014.0,1.0,like
314,252.0,madeleinesreed,2020.0,225036,comment,18312.0,mayanataros,2019.0,22.0,like
315,253.0,baileyyhadley,2020.0,223240,comment,,,,,
316,254.0,yogabigabiiii,2020.0,33834,comment,12730.0,su2c,2016.0,3.0,like
317,254.0,yogabigabiiii,2020.0,33834,comment,36204.0,gracelansberry,2021.0,3.0,like
318,255.0,yogabigabiiii,2020.0,30735,comment,18819.0,trulysouthernmom,2019.0,3.0,like
319,255.0,yogabigabiiii,2020.0,30735,comment,31188.0,helenabeckmann,2020.0,3.0,like
320,256.0,kenz.kelly,2020.0,52813,comment,,,,,
321,257.0,kenz.kelly,2020.0,52803,comment,,,,,
322,258.0,carlylame,2020.0,190842,comment,,,,,
323,259.0,gabibleha,2020.0,15908,comment,,,,,
324,260.0,alexbratthole,2020.0,200525,comment,,,,,
325,261.0,allisonvermilya,2020.0,5144,comment,,,,,
326,262.0,zagdining,2020.0,193918,comment,,,,,
327,263.0,mere.kr,2020.0,15851,comment,,,,,
328,264.0,fitnesssaunders,2020.0,183939,comment,2478.0,worthlesswonder,2013.0,18.0,like
329,265.0,jordan.lonergan,2020.0,40816,comment,,,,,
330,266.0,alexbratttt,2020.0,65739,comment,,,,,
331,267.0,alexbratttt,2020.0,65154,comment,,,,,
332,268.0,alexbratttt,2020.0,65047,comment,,,,,
333,269.0,fitnesssaunders,2020.0,191826,comment,29789.0,joebiden,2020.0,19.0,like
334,269.0,fitnesssaunders,2020.0,191826,comment,33921.0,oliviaobrien,2021.0,19.0,like
335,270.0,fitnesssaunders,2020.0,221103,comment,6363.0,teddysphotos,2014.0,22.0,like
336,270.0,fitnesssaunders,2020.0,221103,comment,25717.0,georgiagracefitz,2020.0,22.0,like
337,270.0,fitnesssaunders,2020.0,221103,comment,41246.0,classystreetweargirls,2022.0,22.0,like
338,448.0,shawnmendes,2018.0,221103,comment,6363.0,teddysphotos,2014.0,22.0,like
339,448.0,shawnmendes,2018.0,221103,comment,25717.0,georgiagracefitz,2020.0,22.0,like
340,448.0,shawnmendes,2018.0,221103,comment,41246.0,classystreetweargirls,2022.0,22.0,like
341,271.0,fitnesssaunders,2020.0,174958,comment,40506.0,nilsani,2022.0,17.0,like
342,272.0,yogabigabiiii,2020.0,203624,comment,,,,,
